WKT;identificatie;rdf_seealso;bouwjaar;status;gebruiksdoel;oppervlakte_min;oppervlakte_max;aantal_verblijfsobjecten;fuuid
"POLYGON ((79655.46 454460.411,79656.474 454458.683,79658.63 454459.949,79657.616 454461.677,79655.46 454460.411))";"0518100000332451";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000332451;"2011";Pand in gebruik;;;;"0";pand.3ac79fca-3004-452d-82a1-60fd97f0170b
"POLYGON ((79631.456 454437.358,79636.042 454429.532,79640.181 454431.957,79635.593 454439.788,79631.456 454437.358))";"0518100000339283";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000339283;"2011";Pand in gebruik;woonfunctie;"114";"114";"1";pand.e5957cb2-8663-47b0-be9a-f48dfae3336a
"POLYGON ((80043.853 454641.23,80041.171 454646.372,80026.447 454638.683,80029.132 454633.542,80043.853 454641.23))";"0518100000340355";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000340355;"2002";Pand in gebruik;"kantoorfunctie,woonfunctie";"206";"206";"1";pand.d1c77ca4-6618-48df-8fd7-a3eb66326900
"POLYGON ((79498.961 454468.91,79499.138 454469.003,79497.611 454472.497,79497.379 454473.025,79492.644 454470.667,79496.283 454463.125,79498.722 454458.07,79502.905 454460.212,79498.961 454468.91))";"0518100000336447";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000336447;"1908";Pand in gebruik;woonfunctie;"34";"49";"3";pand.dac9731d-792b-4b08-afd9-daed828f10ad
"POLYGON ((80073.492 454238.72,80068.743 454241.518,80063.183 454231.745,80065.394 454230.423,80062.148 454224.86,80059.954 454226.127,80058.708 454224.144,80063.372 454221.392,80073.492 454238.72))";"0518100000338239";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338239;"1899";Pand in gebruik;woonfunctie;"63";"86";"2";pand.2331da25-06fa-44db-8d78-c1af54ccc572
"POLYGON ((79989.982 454313.866,79989.693 454313.8,79989.608 454314.057,79984.428 454312.553,79988.709 454298.57,79991.779 454299.501,79992.777 454301.38,79989.982 454313.866))";"0518100000338240";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338240;"1916";Pand in gebruik;"overige gebruiksfunctie,woonfunctie";"67";"112";"2";pand.d405716f-bb2b-41e5-bd91-49fd87467786
"POLYGON ((79449.002 454319.385,79435.934 454312.368,79450.048 454286.252,79478.139 454232.956,79492.698 454238.916,79449.002 454319.385))";"0518100000335425";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000335425;"1931";Pand in gebruik;"industriefunctie,woonfunctie";"82";"1048";"5";pand.a05222a9-2893-4001-9672-e6912365e88a
"POLYGON ((80191.545 454892.484,80186.188 454899.824,80183.454 454897.732,80186.079 454894.458,80186.605 454894.853,80187.551 454893.589,80185.459 454892.281,80192.903 454882.281,80196.544 454884.688,80196.594 454884.613,80197.066 454884.92,80191.545 454892.484))";"0518100000338877";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338877;"1900";Pand in gebruik;woonfunctie;"48";"65";"3";pand.5ee18f4f-9f4e-468d-8c75-6ec4a26946bb
"POLYGON ((80155.188 454472.134,80149.678 454470.262,80153.219 454459.607,80155.029 454460.236,80155.66 454458.422,80153.849 454457.793,80156.582 454449.242,80159.89 454450.328,80157.068 454458.663,80159.57 454459.486,80159.375 454460.098,80155.188 454472.134))";"0518100000343091";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343091;"1927";Pand in gebruik;woonfunctie;"25";"114";"6";pand.3ef42c80-e2a9-45b3-99ad-298bf6ef3394
"POLYGON ((79537.895 454200.406,79532.785 454212.632,79530.898 454211.846,79527.056 454210.251,79531.237 454200.249,79533.735 454201.316,79538.39 454190.41,79535.81 454189.309,79537.129 454186.156,79539.988 454187.296,79542.539 454188.314,79541.553 454190.578,79541.851 454190.764,79537.895 454200.406))";"0518100000340361";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000340361;"1902";Pand in gebruik;"onderwijsfunctie,woonfunctie";"81";"111";"2";pand.b2565f08-c1e1-45b1-96a1-c0dd285130dc
"POLYGON ((80164.128 454090.21,80168.66 454092.682,80172.661 454094.863,80172.338 454095.465,80167.914 454103.597,80163.879 454101.401,80159.345 454098.935,80154.584 454096.345,80150.185 454093.951,80145.443 454091.371,80140.959 454088.931,80136.171 454086.326,80136.226 454086.243,80134.598 454085.365,80134.551 454085.453,80133.87 454085.086,80129.709 454082.843,80129.54 454082.748,80134.647 454073.258,80137.595 454067.992,80137.803 454067.62,80140.972 454069.058,80140.663 454069.626,80142.489 454070.683,80139.242 454076.64,80140.968 454077.582,80145.752 454080.19,80150.233 454082.634,80154.973 454085.219,80159.37 454087.616,80164.128 454090.21))";"0518100000340745";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000340745;"1994";Pand in gebruik;woonfunctie;"68";"87";"11";pand.849eeb23-9ff7-49be-a350-07473afbb058
"POLYGON ((79907.735 454908.648,79906.093 454907.367,79908.05 454904.956,79908.456 454905.288,79909.669 454906.282,79907.735 454908.648))";"0518100000332461";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000332461;"2012";Pand in gebruik;;;;"0";pand.2d11d1a8-e740-48fe-87d5-981610b6f709
"POLYGON ((79492.061 454400.286,79491.697 454400.984,79490.138 454403.757,79480.137 454398.695,79482.043 454395.126,79492.061 454400.286),(79487.921 454401.414,79487.495 454402.223,79488.67 454402.899,79489.118 454402.049,79489.526 454401.279,79488.33 454400.644,79487.921 454401.414))";"0518100000343106";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343106;"1894";Pand in gebruik;woonfunctie;"70";"70";"1";pand.962f561f-a2da-4f0a-9646-493158f37668
"POLYGON ((80296.893 454324.663,80294.921 454323.474,80294.51 454324.323,80292.592 454323.169,80293.611 454321.136,80295.606 454322.348,80296.604 454320.706,80294.771 454319.591,80299.242 454312.056,80302.94 454314.299,80296.893 454324.663))";"0518100000341681";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341681;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.4fd3fa69-e44f-45bc-b146-fee1ae431c93
"POLYGON ((79816.432 454784.707,79812.954 454783.016,79814.71 454779.404,79818.188 454781.096,79816.432 454784.707))";"0518100000332479";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000332479;"2004";Pand in gebruik;;;;"0";pand.c4d63c8b-acf5-455b-a256-1d57358c7649
"POLYGON ((79540.499 454385.712,79538.811 454384.94,79536.886 454383.944,79537.462 454382.834,79538.462 454381.171,79542.36 454373.869,79545.863 454375.661,79540.499 454385.712))";"0518100000342162";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342162;"1897";Pand in gebruik;woonfunctie;"67";"67";"1";pand.a0d0314b-2f17-4f90-9240-a01be854a7f5
"POLYGON ((79517.081 454370.105,79515.141 454369.167,79514.352 454370.798,79516.287 454371.735,79515.618 454372.964,79513.775 454371.981,79511.901 454371.017,79517.262 454361.029,79520.941 454362.911,79517.081 454370.105))";"0518100000342163";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342163;"1897";Pand in gebruik;woonfunctie;"65";"65";"1";pand.bbd00763-2263-425a-beef-902fd90684bf
"POLYGON ((80233.816 454935.636,80233.656 454935.873,80227.89 454931.97,80226.995 454931.364,80225.302 454930.32,80225.487 454930.033,80222.933 454928.404,80222.86 454928.517,80222.77 454928.437,80222.897 454928.258,80225.719 454924.267,80226.531 454923.11,80229.687 454925.301,80229.247 454925.922,80230.413 454926.673,80230.908 454925.853,80231.702 454926.424,80237.316 454930.462,80237.365 454930.496,80233.816 454935.636))";"0518100000342165";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342165;"1899";Pand in gebruik;woonfunctie;"148";"148";"1";pand.fb611ada-cf7b-46b4-a7e1-835021e94f91
"POLYGON ((79616.497 454149.052,79613.05 454147.45,79611.599 454150.675,79609.495 454149.732,79611.127 454146.222,79609.664 454145.542,79607.856 454149.436,79605.05 454148.132,79601.949 454146.692,79603.73 454142.86,79601.858 454141.99,79606.002 454132.945,79611.022 454135.277,79613.207 454136.292,79615.29 454137.26,79620.724 454139.785,79616.497 454149.052))";"0518100000338286";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338286;"1904";Pand in gebruik;woonfunctie;"63";"74";"5";pand.0f8f6383-abd5-433f-ab20-794e9c27e76a
"POLYGON ((80601.578 454441.27,80598.419 454439.508,80597.242 454438.851,80600.396 454433.538,80601.43 454434.113,80601.341 454434.315,80604.614 454436.079,80601.578 454441.27))";"0518100000336510";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000336510;"1660";Pand in gebruik;woonfunctie;"57";"57";"1";pand.0b3e8ff4-1a26-4f13-8877-f07566fe7bce
"POLYGON ((80217.064 454475.918,80209.671 454478.904,80208.154 454475.293,80207.649 454474.091,80214.946 454470.859,80217.064 454475.918))";"0518100000341166";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341166;"1900";Pand in gebruik;woonfunctie;"37";"42";"3";pand.ce974b99-8500-4937-b450-03c886089b5d
"POLYGON ((80372.238 454377.416,80370.361 454381.076,80364.706 454377.998,80371.058 454365.984,80374.276 454367.784,80372.511 454371.01,80374.732 454372.242,80374.548 454372.992,80372.238 454377.416))";"0518100000341169";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341169;"1902";Pand in gebruik;woonfunctie;"57";"103";"2";pand.3c05ade4-86f5-43ed-a421-4b3c9dd3d76e
"POLYGON ((79695.493 454189.989,79695.069 454190.724,79693.04 454189.553,79691.319 454192.537,79688.746 454191.052,79688.292 454190.809,79695.395 454178.442,79700.315 454181.259,79695.493 454189.989))";"0518100000341709";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341709;"1904";Pand in gebruik;woonfunctie;"226";"226";"1";pand.e1b8cea7-7cba-47a4-a8c7-eb6d35241a7f
"POLYGON ((79448.701 454683.73,79445.686 454688.325,79437.174 454682.96,79440.185 454678.263,79448.701 454683.73))";"0518100000339753";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000339753;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.769acd67-e5a5-43af-8256-da9ede7d2f37
"POLYGON ((79461.799 454415.114,79459.75 454418.943,79452.621 454415.124,79453.568 454413.352,79450.79 454412.04,79449.876 454413.689,79446.42 454411.833,79448.583 454408.018,79461.799 454415.114))";"0518100000341174";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341174;"1897";Pand in gebruik;woonfunctie;"71";"71";"1";pand.853fbf9d-fc08-4be1-b8b7-8e35742e81a2
"POLYGON ((80352.716 454371.471,80347.547 454368.657,80350.0 454364.212,80353.581 454357.827,80356.17 454359.379,80354.781 454362.204,80356.76 454363.295,80352.716 454371.471))";"0518100000341712";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341712;"1902";Pand in gebruik;woonfunctie;"55";"87";"2";pand.791b0588-d60d-4a89-b4ca-e35b92e0069e
"POLYGON ((80348.128 454391.225,80345.415 454389.632,80347.424 454385.714,80345.426 454384.516,80349.819 454376.707,80354.758 454379.389,80348.128 454391.225))";"0518100000337912";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000337912;"1902";Pand in gebruik;woonfunctie;"57";"87";"2";pand.16326d89-87b3-4602-9196-43d592007616
"POLYGON ((80417.351 454254.574,80412.577 454251.601,80418.257 454242.404,80423.086 454245.371,80417.351 454254.574))";"0518100000338299";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338299;"1930";Pand in gebruik;woonfunctie;"55";"100";"2";pand.ad454ad9-a68b-4e68-8bae-9a9b0be50f79
"POLYGON ((79506.525 454381.031,79503.045 454379.255,79504.07 454377.1,79505.272 454374.936,79507.38 454371.143,79506.882 454372.078,79508.811 454373.139,79509.668 454371.462,79507.822 454370.365,79508.444 454369.238,79511.901 454371.017,79506.525 454381.031))";"0518100000337920";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000337920;"1891";Pand in gebruik;woonfunctie;"65";"65";"1";pand.5adbe585-2877-4863-a423-333afcb0a5a8
"POLYGON ((79551.543 454424.358,79549.803 454423.489,79549.272 454424.553,79550.966 454425.399,79551.007 454425.419,79550.099 454427.216,79548.218 454426.275,79546.586 454425.423,79551.856 454415.34,79555.367 454417.136,79551.543 454424.358))";"0518100000343138";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343138;"1891";Pand in gebruik;woonfunctie;"68";"68";"1";pand.6deba85a-7985-4db4-a31b-d4eaa45342d4
"POLYGON ((79546.586 454425.423,79542.94 454423.518,79543.517 454422.504,79545.465 454423.56,79546.483 454421.774,79544.59 454420.777,79548.386 454413.564,79551.856 454415.34,79546.586 454425.423))";"0518100000343139";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343139;"1891";Pand in gebruik;woonfunctie;"64";"64";"1";pand.7681f99a-5661-409c-91ab-6003c9333b96
"POLYGON ((79685.984 454252.907,79684.448 454255.634,79682.802 454254.742,79680.912 454258.103,79680.767 454258.028,79679.651 454259.832,79678.477 454259.09,79677.943 454258.753,79677.069 454258.405,79678.17 454256.517,79686.399 454241.856,79688.029 454242.79,79690.929 454244.445,79685.984 454252.907))";"0518100000342193";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342193;"1904";Pand in gebruik;woonfunctie;"71";"89";"2";pand.8988d3a6-0579-494b-b6b5-f68bc7ecb8c0
"POLYGON ((79431.933 454250.373,79430.231 454253.597,79429.904 454254.239,79414.892 454251.719,79415.999 454245.641,79426.852 454247.618,79426.523 454249.423,79431.933 454250.373))";"0518100000337932";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000337932;"1893";Pand in gebruik;woonfunctie;"70";"120";"2";pand.a59e262d-41fa-4bc0-901f-e257ca9b4f70
"POLYGON ((79720.633 454204.494,79715.881 454201.752,79721.031 454193.118,79725.614 454195.742,79720.633 454204.494))";"0518100000343161";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343161;"1904";Pand in gebruik;woonfunctie;"42";"94";"2";pand.e784ef91-e34e-419a-8dbc-cb63385fcabd
"POLYGON ((79706.588 454196.391,79705.687 454195.871,79704.838 454195.381,79709.72 454186.643,79711.514 454187.67,79706.588 454196.391))";"0518100000340461";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000340461;"1904";Pand in gebruik;woonfunctie;"71";"71";"1";pand.fbd5deda-2cda-4d3c-b724-619087ab7f29
"POLYGON ((80351.728 454185.136,80351.543 454185.022,80351.821 454184.531,80347.653 454181.925,80347.976 454181.394,80355.081 454169.474,80359.474 454172.07,80351.728 454185.136))";"0518100000340847";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000340847;"1996";Pand in gebruik;woonfunctie;"96";"96";"1";pand.9eb1a757-5177-4667-bddc-f048927369a6
"POLYGON ((79448.543 454111.04,79447.512 454113.516,79447.778 454113.634,79446.274 454116.775,79444.84 454116.13,79445.914 454113.728,79436.149 454109.493,79435.145 454111.95,79434.925 454111.839,79423.21 454106.744,79425.43 454101.504,79448.543 454111.04))";"0518100000340850";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000340850;"1905";Pand in gebruik;woonfunctie;"42";"115";"4";pand.18f26d09-4390-4350-996e-96eb59dc281f
"POLYGON ((79524.333 454390.12,79521.018 454388.428,79526.34 454378.408,79529.732 454380.148,79529.104 454381.343,79528.146 454383.051,79528.198 454383.08,79524.333 454390.12))";"0518100000344048";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000344048;"1891";Pand in gebruik;woonfunctie;"65";"65";"1";pand.8d388cd3-43a8-487a-823d-b2dd907dee1a
"POLYGON ((80444.162 454436.446,80443.688 454437.36,80440.646 454443.223,80430.276 454437.847,80436.909 454425.081,80447.287 454430.424,80444.162 454436.446))";"0518100000340475";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000340475;"1934";Pand in gebruik;woonfunctie;"67";"71";"8";pand.93cdd6db-e951-4d13-b975-26f5567a7f52
"POLYGON ((79411.593 454700.567,79408.742 454705.022,79400.369 454699.665,79401.819 454697.369,79398.774 454695.445,79397.413 454697.617,79396.415 454696.926,79397.756 454694.803,79399.052 454692.669,79403.364 454695.302,79411.593 454700.567))";"0518100000343612";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343612;"1900";Pand in gebruik;woonfunctie;"41";"70";"3";pand.44e06579-6868-406c-a180-4e0d584da8f9
"POLYGON ((80494.263 454326.914,80496.624 454328.076,80497.849 454328.875,80495.364 454333.455,80491.854 454331.552,80487.195 454329.025,80479.477 454324.839,80478.338 454321.062,80484.873 454308.48,80495.11 454313.786,80495.177 454313.657,80499.88 454316.1,80494.263 454326.914))";"0518100000342244";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342244;"2008";Pand in gebruik;"winkelfunctie,woonfunctie";"107";"165";"9";pand.c2ce56c8-f8ac-458a-926c-60361578fd79
"POLYGON ((80147.347 454940.121,80150.525 454935.651,80160.745 454942.524,80157.372 454947.219,80148.79 454941.04,80148.734 454941.118,80148.378 454940.862,80147.347 454940.121))";"0518100000344058";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000344058;"1900";Pand in gebruik;woonfunctie;"181";"181";"1";pand.c6cc3c78-8e1c-43e0-b09b-4173b5e34e5f
"POLYGON ((80161.465 454345.603,80161.693 454346.06,80164.56 454351.804,80153.305 454357.422,80150.198 454351.227,80146.835 454344.522,80158.045 454338.751,80161.465 454345.603))";"0518100000344566";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000344566;"1928";Pand in gebruik;woonfunctie;"38";"81";"7";pand.141b7da8-5e52-41da-9adf-e5cc5e08c053
"POLYGON ((79693.35 454939.766,79694.972 454941.089,79690.946 454945.894,79682.529 454939.87,79682.469 454939.876,79682.464 454939.824,79682.184 454937.146,79682.443 454937.117,79685.442 454933.443,79693.35 454939.766))";"0518100000343200";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343200;"1894";Pand in gebruik;woonfunctie;"110";"110";"1";pand.b13dbcb3-60b3-430f-a771-3aa77355359f
"POLYGON ((80050.114 454817.212,80041.53 454819.143,80040.118 454813.316,80043.052 454812.684,80043.877 454816.087,80049.545 454814.867,80050.114 454817.212))";"0518100000339810";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000339810;"1980";Pand in gebruik;bijeenkomstfunctie;"40";"40";"1";pand.bbfa47f4-dd5c-4cc7-9c22-1b25657e97a1
"POLYGON ((80437.369 454449.537,80436.768 454450.686,80433.761 454456.4,80423.397 454451.088,80430.276 454437.847,80440.646 454443.223,80437.369 454449.537))";"0518100000341798";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341798;"1934";Pand in gebruik;woonfunctie;"67";"71";"8";pand.6eafaaf4-6300-4b62-b99c-daef3e45fce7
"POLYGON ((80019.714 454687.512,80017.031 454692.656,80002.285 454684.955,80004.97 454679.813,80019.714 454687.512))";"0518100000343643";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343643;"2002";Pand in gebruik;"kantoorfunctie,woonfunctie";"206";"206";"1";pand.3e2f3987-4eea-4320-9a02-7cfc19b7cc2a
"POLYGON ((79469.516 454796.266,79465.403 454793.351,79471.913 454784.123,79473.412 454781.999,79477.495 454784.816,79476.077 454786.966,79475.676 454787.573,79469.516 454796.266))";"0518100000339815";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000339815;"1898";Pand in gebruik;woonfunctie;"53";"53";"3";pand.75abbb04-9ebf-4712-9c42-db2427745b5f
"POLYGON ((79467.447 454744.472,79465.556 454743.24,79463.208 454741.71,79468.457 454733.657,79472.702 454736.406,79467.447 454744.472))";"0518100000339816";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000339816;"1896";Pand in gebruik;woonfunctie;"60";"80";"2";pand.28a208ab-7e4b-454a-ac15-a1098ea7f9e1
"POLYGON ((80123.155 454210.048,80113.501 454215.204,80111.018 454210.328,80128.032 454201.496,80128.853 454203.05,80129.466 454204.188,80122.109 454207.976,80123.155 454210.048))";"0518100000340502";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000340502;"1898";Pand in gebruik;woonfunctie;"70";"81";"2";pand.f0952783-b579-4a9a-b2c3-58a46e8746a1
"POLYGON ((80577.601 454186.306,80577.271 454186.152,80572.025 454183.346,80572.369 454182.702,80570.12 454181.5,80569.776 454182.144,80569.481 454181.987,80559.758 454176.799,80559.1 454174.622,80574.414 454169.634,80575.056 454171.562,80582.698 454175.649,80582.46 454176.211,80582.87 454176.421,80577.601 454186.306))";"0518100000338014";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338014;"1990";Pand in gebruik;woonfunctie;"56";"86";"8";pand.de768959-55a7-4237-9990-e91aa279cc22
"POLYGON ((80402.341 454183.423,80398.209 454180.98,80403.536 454171.951,80407.67 454174.39,80402.341 454183.423))";"0518100000344615";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000344615;"1997";Pand in gebruik;woonfunctie;"117";"117";"1";pand.70d04b2d-53f6-4ee1-86da-165ee761c43d
"POLYGON ((79941.395 454242.925,79907.73 454221.937,79910.875 454216.916,79915.483 454219.796,79919.337 454213.633,79916.675 454211.961,79917.325 454211.796,79917.231 454211.348,79917.098 454211.367,79916.444 454211.226,79915.98 454210.743,79915.865 454210.083,79916.139 454209.472,79916.707 454209.118,79916.617 454208.663,79915.955 454208.802,79918.613 454204.564,79923.186 454207.468,79926.993 454201.374,79951.625 454216.602,79941.395 454242.925))";"0518100000338356";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338356;"1990";Pand in gebruik;industriefunctie;"892";"892";"1";pand.105f922d-a52a-4f1d-927e-9f2ade8b7f40
"POLYGON ((80031.164 454850.283,80028.061 454853.863,80028.055 454853.868,80026.509 454855.182,80025.368 454849.906,80025.753 454849.818,80023.444 454839.679,80028.387 454838.567,80029.596 454843.464,80031.164 454850.283))";"0518100000336972";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000336972;"1915";Pand in gebruik;overige gebruiksfunctie;"47";"47";"1";pand.b4a99fcd-1d53-4c25-8222-74ccbebdaacc
"POLYGON ((79973.084 454959.516,79971.931 454960.955,79971.853 454960.892,79970.136 454963.046,79970.206 454963.114,79970.022 454963.361,79961.737 454956.757,79964.842 454952.864,79973.084 454959.516))";"0518100000343659";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343659;"1994";Pand in gebruik;woonfunctie;"135";"135";"1";pand.6b78a5ce-abe2-4e12-b5d8-3bd214b106a4
"POLYGON ((79645.485 454162.544,79643.501 454161.541,79641.701 454165.415,79636.514 454163.005,79636.107 454162.816,79637.821 454159.126,79636.225 454158.385,79634.086 454157.391,79632.353 454161.122,79629.266 454159.688,79635.302 454146.557,79640.581 454149.01,79643.49 454150.361,79649.843 454153.313,79645.485 454162.544))";"0518100000340935";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000340935;"1904";Pand in gebruik;woonfunctie;"61";"74";"6";pand.9987d318-4a2e-4215-bc1a-ad8cc5a8889e
"POLYGON ((80240.408 454326.363,80236.617 454324.064,80237.294 454322.938,80239.222 454324.188,80240.362 454322.43,80238.384 454321.148,80242.907 454313.644,80246.726 454315.947,80240.408 454326.363))";"0518100000342279";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342279;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.4dd94c9a-15b5-4044-99c9-d903f50610a5
"POLYGON ((79567.798 454887.266,79564.423 454891.354,79556.712 454884.991,79558.273 454883.091,79554.962 454880.295,79556.522 454878.454,79567.798 454887.266))";"0518100000341863";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341863;"1894";Pand in gebruik;woonfunctie;"54";"91";"2";pand.88b7c4c5-36fa-4b7a-ab68-79632e6152ca
"POLYGON ((80533.48 454172.042,80533.467 454172.656,80533.116 454173.412,80532.457 454173.921,80531.637 454174.071,80530.84 454173.827,80530.245 454173.244,80529.984 454172.452,80529.679 454169.879,80533.136 454169.431,80533.48 454172.042))";"0518100000345055";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000345055;"2004";Pand in gebruik;overige gebruiksfunctie;"10";"10";"1";pand.bbb4ca08-d941-42fb-bc77-b0452e5e99a5
"POLYGON ((80369.358 454267.104,80363.431 454277.071,80358.2 454273.953,80357.138 454273.32,80356.936 454273.199,80356.382 454272.869,80356.679 454272.371,80356.771 454272.216,80353.197 454270.068,80353.093 454270.242,80352.805 454270.718,80352.046 454270.267,80351.419 454269.894,80351.005 454269.648,80345.812 454266.558,80351.74 454256.624,80358.001 454260.349,80363.055 454263.355,80369.358 454267.104))";"0518100000341907";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341907;"1993";Pand in gebruik;woonfunctie;"75";"93";"8";pand.77ab5dad-e839-4976-b369-a0e1c97eaaf6
"POLYGON ((79848.603 454192.873,79845.049 454199.138,79843.905 454201.129,79832.888 454195.057,79833.75 454193.549,79834.128 454192.887,79837.402 454187.161,79841.565 454179.875,79847.63 454183.237,79843.698 454190.087,79848.603 454192.873))";"0518100000342299";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342299;"1991";Pand in gebruik;woonfunctie;"55";"69";"5";pand.1abe9bb2-76d3-43f5-ba6a-bce58e9681a7
"POLYGON ((79429.187 454738.596,79425.07 454735.928,79430.659 454727.552,79434.822 454730.25,79429.187 454738.596))";"0518100000341319";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341319;"1927";Pand in gebruik;woonfunctie;"80";"80";"1";pand.129b77bc-f3ad-4de0-8407-b6ebd51b657c
"POLYGON ((79472.873 454133.479,79468.66 454136.438,79468.348 454136.66,79460.517 454125.416,79462.647 454123.902,79459.135 454118.854,79461.593 454117.088,79472.873 454133.479))";"0518100000345546";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000345546;"1902";Pand in gebruik;"winkelfunctie,woonfunctie";"99";"162";"2";pand.76c87780-3785-4c06-a9de-6333af68045b
"POLYGON ((79424.398 454222.577,79423.901 454223.654,79420.362 454221.811,79420.929 454218.794,79422.12 454212.14,79424.341 454210.899,79428.869 454212.757,79424.398 454222.577))";"0518100000345073";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000345073;"1933";Pand in gebruik;"winkelfunctie,woonfunctie";"78";"94";"2";pand.de3ed100-fb41-4500-b900-c2ceabdd6f83
"POLYGON ((80277.042 454290.038,80273.386 454287.822,80277.978 454280.134,80279.958 454281.336,80281.042 454279.551,80279.122 454278.386,80280.944 454275.335,80283.98 454277.188,80284.497 454277.503,80282.664 454280.585,80277.042 454290.038))";"0518100000337005";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000337005;"1882";Pand in gebruik;woonfunctie;"68";"68";"1";pand.803e62e1-bbbc-483d-acb5-486f230742c8
"POLYGON ((79607.832 454542.599,79602.849 454541.081,79605.733 454531.461,79605.855 454531.498,79610.719 454532.974,79607.832 454542.599))";"0518100000341328";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341328;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.132b3b6b-7414-4ab8-a779-473dfea96dbb
"POLYGON ((80304.406 454328.753,80302.397 454327.563,80303.162 454326.262,80303.801 454325.175,80301.923 454324.034,80306.664 454316.558,80310.288 454318.757,80304.406 454328.753))";"0518100000343694";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343694;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.1653ceaf-5f07-40ca-90b6-88a22d8ca501
