WKT;full_id;osm_id;osm_type;highway;surface:lanes:forward;surface:lanes:backward;embedded_rails:lanes:forward;embedded_rails:lanes:backward;parking:condition:right;canoe;taxi;bus:lanes:forward;access:lanes:forward;embankment;emergency;survey:date;oneway:psv;oneway:bus;alt_name;motorcar;hazard;office;parking:condition:both;temporary;surface:lanes;sidewalk:right;sidewalk:left;parking:lane:right:capacity;covered;tunnel;maxweight:signed;cycleway:lane;maxaxleload;year_of_construction;construction;traffic_sign:backward;oneway:motorcycle;moped;traffic_calming;wikimedia_commons;mofa;abutters;embedded_rails;bus;bicycle:forward;noexit;maxlength;psv;incline;horse;sidewalk:both;parking:lane:right;bicycle:backward;name:etymology:wikidata;bus:lanes:backward;access:lanes:backward;bridge;source:date;traffic_sign;short_name;parking:lane:both;parking:lane:left;maxweight:destination;maxweight;postal_code;old_name;description;noname;turn:lanes:backward;hgv;wikipedia;wikidata;service;url;source:maxspeed;cycleway:left:oneway;name:zh;turn:lanes:forward;sidewalk:left:surface;motor_vehicle;layer;mapillary;lanes:backward;image;source:width;sidewalk:right:surface;cycleway:both:lane;smoothness;width;sidewalk:both:surface;embedded_rails:lanes;bus:lanes;access:lanes;junction;cycleway:left:lane;cycleway:right:lane;lane_markings;cycleway:both;ele;cycleway:right;cycleway:left;maxheight;access;cycleway;maxspeed:type;turn:lanes;foot;sidewalk;lit;lanes:forward;lanes;bicycle;oneway:moped;oneway:mofa;cyclestreet;zone:traffic;surface;oneway:bicycle;oneway;maxspeed;name
"LINESTRING Z (79551.5275226025 451460.294132809 0,79555.6715905046 451463.914569525 0)";w415834352;"415834352";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Loevesteinlaan
"LINESTRING Z (79940.4154261696 451085.498416593 0,79945.9057799347 451090.122620261 0)";w415844277;"415844277";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Lichtenbergweg
"LINESTRING Z (79875.6950602941 451124.986201106 0,79872.8990815551 451118.396385502 0)";w415844278;"415844278";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Schaloenstraat
"LINESTRING Z (83514.9010709985 454150.21869155 0,83522.238015251 454142.079364954 0,83522.6638351302 454134.962856483 0,83520.3358654362 454128.998628947 0,83519.1750805428 454126.478255764 0)";w416347529;"416347529";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;;;;;asphalt;;yes;"50";Wegastraat
"LINESTRING Z (83519.1750805428 454126.478255764 0,83530.6600657299 454137.874688642 0,83537.0926641697 454140.297122167 0)";w416347531;"416347531";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;"50";Wegastraat
"LINESTRING Z (82868.5270628459 456835.778426199 0,82874.912209557 456826.160742795 0)";w416529307;"416529307";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;;;;;;;no;yes;;;;;;;;asphalt;;;"50";Laan van Clingendael
"LINESTRING Z (82795.4802601605 456787.521350306 0,82801.472909917 456778.254220149 0)";w416529308;"416529308";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;both;yes;;;;;;;;paving_stones;no;yes;"30";Mankesstraat
"LINESTRING Z (85075.9127857649 456845.285566152 0,85047.2047746417 456888.251355478 0,85034.301010394 456907.338226052 0)";w422348695;"422348695";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Biancaland
"LINESTRING Z (85054.0872686916 456921.024791547 0,85078.4272178961 456937.863227182 0,85116.3795295027 456964.102296219 0)";w422348696;"422348696";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Biancaland
"LINESTRING Z (85034.301010394 456907.338226052 0,85011.6445570874 456891.321993433 0)";w422348697;"422348697";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"30";Biancaland
"LINESTRING Z (84993.093480657 456789.62303652 0,84997.2936283391 456790.520879609 0,85018.1519213237 456804.859865136 0,85056.1645916264 456831.39808334 0,85075.9127857649 456845.285566152 0)";w422348698;"422348698";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Biancaland
"LINESTRING Z (81751.0411069386 457909.700235283 0,81762.4329403676 457899.706853238 0)";w424709259;"424709259";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;;;;"50";Waalsdorperweg
"LINESTRING Z (82530.4900470203 456348.980498949 0,82532.95524997 456350.702726518 0)";w426601917;"426601917";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;destination;;;;yes;no;yes;;;yes;;;;;paving_stones;;no;;Leidsestraatweg
"LINESTRING Z (85047.4710445972 456916.444341475 0,85034.301010394 456907.338226052 0)";w427170007;"427170007";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Biancaland
"LINESTRING Z (85054.0872686916 456921.024791547 0,85047.4710445972 456916.444341475 0)";w427170010;"427170010";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Biancaland
"LINESTRING Z (78959.7740848 458007.492998855 0,78964.7879228002 458006.470482567 0)";w428607902;"428607902";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;building_passage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";paving_stones;;;;;;;;;;;;"3.3";;;;;;both;;;;;;;;;paving_stones;no;yes;"30";Heemraadstraat
"LINESTRING Z (78809.5885826723 450323.19310332 0,78801.6946849166 450339.682394335 0,78793.897066362 450356.181354274 0,78770.3696631 450408.974120386 0,78763.2725815229 450424.149368912 0,78758.1873904141 450428.633677044 0,78752.9373769226 450428.62499398 0,78749.1870242222 450428.404198217 0,78742.7052996572 450426.834267464 0,78737.483849353 450426.001726822 0,78728.2337794619 450426.944497571 0,78704.62817949 450429.297728828 0,78700.9066008009 450427.819118536 0,78698.7730670943 450425.626285453 0,78697.6289233826 450423.062220988 0,78696.3944077461 450418.630116669 0,78698.4063369014 450414.226189232 0,78703.2410923078 450404.593610788 0,78713.542425148 450392.974531708 0,78740.5238627079 450369.04905073 0,78747.4085398024 450361.966729472 0,78755.8679921523 450349.263178063 0,78759.0001029128 450343.161880826 0,78768.5712333805 450323.720320888 0,78776.6860130176 450305.52508678 0)";w428769782;"428769782";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;yes;;Martinus Nijhoffweg
"LINESTRING Z (79118.2466784995 450150.157244177 0,79116.7725869096 450153.406667777 0)";w428792632;"428792632";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;12 juni 2001;;;;;;;;;"Johannes August Frederik Lodeizen, 1924-1950, schrijver";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Hans Lodeizenstraat
"LINESTRING Z (79120.2851839066 450145.664073555 0,79118.2466784995 450150.157244177 0)";w428792633;"428792633";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12 juni 2001;;;;;;;;;"Johannes August Frederik Lodeizen, 1924-1950, schrijver";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Hans Lodeizenstraat
"LINESTRING Z (84441.3928576009 455917.086906462 0,84429.5918487085 455933.722781462 0)";w429876996;"429876996";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Reigersbergenweg
"LINESTRING Z (85147.0555043282 456366.254999446 0,85149.3715100834 456356.931145797 0,85155.7524204089 456346.170432142 0,85161.0040055859 456342.357917615 0,85164.5715833224 456340.160258366 0,85173.0865268686 456340.797395935 0,85189.9031528164 456350.320069921 0,85217.3344829621 456364.567672174 0)";w430464382;"430464382";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";;no;no;;;asphalt;no;yes;"30";AEGONplein
"LINESTRING Z (77657.9877699155 449813.210589118 0,77679.0390059616 449828.751817625 0,77703.1170550749 449846.51620462 0,77740.4529568557 449872.999442745 0,77743.7979209033 449875.373391992 0)";w434756116;"434756116";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schoutendreef
"LINESTRING Z (86818.9484334971 452235.771747646 0,86817.9908817222 452231.467498573 0)";w436155604;"436155604";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;good;;;;;;;;;;;;;;;;;;;;;yes;;"1";;;;;;asphalt;yes;yes;"30";Fregatsingel
"LINESTRING Z (86831.7128104895 452257.206061476 0,86835.8941610032 452269.010437674 0)";w436155605;"436155605";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;good;;;;;;;;;;;;;;;;;;;;;yes;;"1";no;;;;;asphalt;;yes;"50";Fregatsingel
"LINESTRING Z (86816.69666822 452225.621176327 0,86820.1965661665 452230.736287883 0)";w436155606;"436155606";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;building_passage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;good;;;;;;;;;;;;;;;;;;;;;yes;;"1";;;;;;asphalt;yes;yes;"30";Fregatsingel
"LINESTRING Z (86828.9124411454 452271.120026754 0,86825.3167819013 452259.507928324 0)";w436155607;"436155607";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;good;;;;;;;;;;;;;;;;;;;;;yes;;"1";no;;;;;asphalt;;yes;"50";Fregatsingel
"LINESTRING Z (86809.3910952092 452218.110186836 0,86809.0501557485 452217.758784245 0,86801.1551965161 452208.787084477 0,86786.0874731213 452189.988161408 0)";w436155608;"436155608";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;good;;;;;;;;;;;;;;;;;;;;both;yes;;;;;;;;paving_stones;;;"30";Fregatsingel
"LINESTRING Z (86822.4784154094 452234.065467879 0,86827.3616883068 452242.522064681 0,86828.9791621896 452246.928554301 0,86831.7128104895 452257.206061476 0)";w436155609;"436155609";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;good;;;;;;;;;;;;;;;;;;;;;yes;;"1";no;;;;;asphalt;;yes;"30";Fregatsingel
"LINESTRING Z (86667.5507461917 452296.019825144 0,86661.6155598104 452284.406557306 0)";w436155618;"436155618";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;use_sidepath;;;;;paved;;yes;"50";Katschiplaan
"LINESTRING Z (86670.6617404242 452283.280983718 0,86667.5507461917 452296.019825144 0)";w436155620;"436155620";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;use_sidepath;;;;;paved;;yes;"50";Katschiplaan
"LINESTRING Z (86661.6155598104 452284.406557306 0,86659.3414998666 452265.655016722 0,86659.1205191975 452259.549205931 0)";w436155621;"436155621";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;use_sidepath;;;;;paved;;yes;"30";Katschiplaan
"LINESTRING Z (86667.8726172297 452259.484749415 0,86668.450824219 452265.129443063 0,86669.2529359158 452271.594478904 0,86670.6617404242 452283.280983718 0)";w436155622;"436155622";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;use_sidepath;;;;;paved;;yes;"30";Katschiplaan
"LINESTRING Z (84837.0327602917 450941.389282016 0,84773.5864082103 450874.417993925 0)";w437655925;"437655925";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;both;yes;;;;no;no;;NL:urban;paving_stones;no;yes;"30";Blériotlaan
"LINESTRING Z (85094.0738576329 450569.641684853 0,85053.4043742219 450608.412337727 0,85038.1484341607 450622.958444768 0,85016.5591287299 450643.379731723 0,85005.8824238487 450653.67777279 0)";w437656217;"437656217";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Frits Diepenlaan
"LINESTRING Z (79535.3755542198 458672.156772999 0,79531.2082911281 458667.980402764 0)";w438409980;"438409980";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;"50";Bosschestraat
"LINESTRING Z (79740.4879305863 458469.9190754 0,79744.3920767102 458473.009096087 0)";w438409981;"438409981";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q118958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"50";Leuvensestraat
"LINESTRING Z (76794.4761020939 453906.044086505 0,76781.274993199 453911.303456677 0,76765.7065529254 453925.201754193 0,76740.020955974 453939.41493398 0,76717.6960024586 453947.53307447 0)";w439745161;"439745161";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";De Savornin Lohmanlaan
"LINESTRING Z (84450.976801286 449778.566127019 0,84447.0347596167 449783.71822387 0)";w444159752;"444159752";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";De Mok
"LINESTRING Z (85146.8393687671 450518.450674677 0,85138.8350192952 450526.552267181 0)";w444159856;"444159856";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;"30";Frits Diepenlaan
"LINESTRING Z (86439.5267646756 450470.896912739 0,86419.9652585051 450498.004926037 0,86414.6240910265 450506.802170639 0)";w444160725;"444160725";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Dwarskade
"LINESTRING Z (86152.4709588474 449777.22386101 0,86163.2956388204 449784.785476381 0)";w444177984;"444177984";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Oeverwallaan
"LINESTRING Z (86129.9605051847 449836.865133664 0,86134.4349611857 449829.893307025 0)";w444177985;"444177985";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;;;;"30";Waterweegbree
"LINESTRING Z (79640.8143012418 459364.44280822 0,79641.9610048951 459361.910579698 0,79643.7995944823 459359.37899047 0,79646.5880254772 459357.144577057 0,79652.901881396 459353.844112819 0,79656.4045023806 459352.177516516 0,79660.5079553348 459350.379412554 0,79664.2893542378 459348.57506521 0,79668.2314153667 459346.523478198 0,79671.3193107644 459345.063474903 0,79670.9460060267 459348.908164054 0,79670.5686974623 459351.584512843 0,79669.931813843 459354.309305826 0,79669.0169376576 459356.77124858 0)";w444302055;"444302055";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;asphalt;;yes;;Gevers Deynootweg
"LINESTRING Z (80144.1455963585 457621.278075988 0,80147.2758812202 457627.106322068 0)";w444305083;"444305083";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;both;;;;;;;;;asphalt;;;;Cremerweg
"LINESTRING Z (80085.4025316594 457505.567825179 0,80089.5645009929 457519.826329325 0)";w444306917;"444306917";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;right;;;;;;;;;;;no;;Ver-Huëllweg
"LINESTRING Z (80089.5645009929 457519.826329325 0,80119.2521103885 457574.538658854 0)";w444306918;"444306918";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;both;;;;;;;;;;;no;;Ver-Huëllweg
"LINESTRING Z (80531.3497400506 455958.806742799 0,80519.866830135 455965.610637291 0)";w444309857;"444309857";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;asphalt;;yes;"50";Scheveningseweg
"LINESTRING Z (81959.4556476006 455374.097119294 0,81954.0231593082 455381.843683736 0)";w445712178;"445712178";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;paving_stones;;no;"50";Rijnstraat
"LINESTRING Z (80877.7057540715 454581.179029147 0,80880.2013597828 454576.557335478 0)";w445712328;"445712328";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;right;;;;;;;;;;;yes;"30";Varkenmarkt
"LINESTRING Z (80203.571677894 454423.605832453 0,80174.7677852597 454354.436100487 0)";w445713578;"445713578";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sign;;;;yes;;;;;;;NL:urban;paving_stones;;;"30";Zusterstraat
"LINESTRING Z (80136.3142886569 454277.922826901 0,80128.8018053698 454263.080430408 0,80109.3223592722 454224.927876889 0)";w445713579;"445713579";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sign;;;;yes;;;;;;;NL:urban;paving_stones;;;"30";Zusterstraat
"LINESTRING Z (79640.6287910939 454922.566317486 0,79631.2426580404 454917.600906825 0)";w445714317;"445714317";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;both;;;;;;;;NL:urban;;;;;Newtonstraat
"LINESTRING Z (78790.9348646661 454039.65672383 0,78781.0033565095 454029.693812011 0)";w445714954;"445714954";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;;no;;
"LINESTRING Z (78585.3840958621 454285.311446002 0,78599.411786106 454291.861689426 0)";w445714955;"445714955";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;;;;both;;;;;;;;NL:urban;asphalt;;;"50";Weimarstraat
"LINESTRING Z (78798.8410323241 454400.202860064 0,78824.72822682 454427.636694002 0)";w445714956;"445714956";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;both;;;;;;;;NL:urban;;;;"30";Weimarstraat
"LINESTRING Z (79342.4008095392 456241.581062363 0,79351.605383829 456237.001182619 0,79391.2443214427 456218.894904061 0)";w445828969;"445828969";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;asphalt;;yes;;Johan de Wittlaan
"LINESTRING Z (79391.2443214427 456218.894904061 0,79354.0665933527 456242.438533266 0,79350.1231665558 456244.557099994 0,79344.0337478413 456247.542873539 0)";w445828970;"445828970";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;left|right;;;;;"2";use_sidepath;;;;;;;yes;;Johan de Wittlaan
"LINESTRING Z (80950.6925891517 454621.041784491 0,80918.0418779934 454680.069424432 0)";w446147162;"446147162";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;no;no;;;paving_stones;no;yes;"30";Korte Beestenmarkt
"LINESTRING Z (80965.7933472732 454596.303271118 0,80963.8692796376 454600.170876825 0)";w446147163;"446147163";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;"30";Lange Beestenmarkt
"LINESTRING Z (80801.4560718214 454511.56652213 0,80803.4949336694 454507.585866148 0)";w446375635;"446375635";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;yes;"30";Brouwersgracht
"LINESTRING Z (80794.60764885 454529.149921064 0,80791.8963755146 454534.019678885 0)";w446375637;"446375637";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;asphalt;;yes;"50";Lange Lombardstraat
