WKT;full_id;osm_id;osm_type;highway;sidewalk:left:surface;sidewalk:right:surface;bicycle:backward;destination:lanes;covered;sidewalk:both:surface;cycleway:both;cycleway:left;bicycle:forward;embedded_rails:lanes:forward;embedded_rails:lanes:backward;bus;oneway:bus;bus:lanes:forward;bus:lanes:backward;access:lanes:forward;access:lanes:backward;sidewalk:right;sidewalk:left;lanes:backward;destination:symbol:name;description;traffic_sign;placement:forward;destination:symbol;maxweight:signed;source:width;mapillary;image;embedded_rails:lanes;shoulder;mofa;motor_vehicle;loc_name;psv:lanes;carriageway_ref;voltage;cycleway;embedded_rails;tunnel;smoothness;change:lanes;wikidata;name:etymology:wikidata;placement;width;lane_markings;layer;bridge;priority_road;old_name;agricultural;destination:colour;destination;sidewalk;cycleway:right:lane;cycleway:right;operator;bus:lanes;access:lanes;zone:traffic;moped;turn:lanes:forward;turn:lanes:backward;ref;lanes:forward;destination:ref;destination:forward;destination:backward;maxheight;junction;turn:lanes;source:maxspeed;surface;oneway;old_ref;name;maxspeed;lit;lanes;foot;bicycle
"LINESTRING Z (80920.3913044553 457091.968131886 0,80943.7891913736 457066.237797298 0,80967.4376843946 457034.305812163 0,80972.3176616865 457027.423130433 0)";w7476011;"7476011";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;;;S102;;;;;default;;left|through|through;;asphalt;yes;;Raamweg;"50";;"3";;use_sidepath
"LINESTRING Z (83810.0554422883 451364.030696979 0,83814.1697131715 451352.822326177 0,83822.1401012468 451329.140770639 0,83829.1086779761 451306.408237786 0,83835.5409619972 451284.072834078 0,83841.5155801135 451259.474005303 0,83847.0318689595 451235.927699854 0,83851.8491421659 451212.435895031 0,83878.5580853771 451046.969679085 0)";w7478455;"7478455";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;designated;Rotterdamsweg;no;;;;;;Gemeente Den Haag;;;NL:rural;;;;;;;;;default;;;;asphalt;yes;S107;Laan van Delfvliet;"70";yes;"2";no;no
"LINESTRING Z (84055.7004306855 451603.824856496 0,84036.2807223934 451607.40629821 0,84007.5838606525 451613.289856827 0,83996.6182675923 451614.581142466 0,83985.5394804453 451615.150790551 0,83964.2452504157 451611.882557855 0,83952.7249306699 451607.952011844 0,83937.2062301153 451599.79451622 0,83926.5602809933 451592.235177003 0,83916.1004261966 451582.814941994 0)";w7478814;"7478814";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;;;;;;;;;asphalt;yes;;Laan van Hoornwijck;"50";;"3";no;no
"LINESTRING Z (83854.0419319107 453957.051510892 0,83926.8761205766 453914.83986875 0,83932.4924731909 453910.998638995 0,83948.3992597044 453902.159003052 0,83982.28864775 453879.999331424 0,83989.5754268544 453874.031267889 0,83996.5966757196 453866.753975038 0,84024.7881244518 453836.920111634 0,84038.5162564151 453822.425758114 0,84047.722351158 453815.907438976 0)";w7479125;"7479125";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S108;;;;;;;;;asphalt;yes;;Regulusweg;"50";;"1";;use_sidepath
"LINESTRING Z (81924.9578842817 452774.542953855 0,81921.3404265314 452779.503234993 0,81920.6141601164 452780.493106798 0)";w7481067;"7481067";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;;De Genestetlaan;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (80422.1929449338 451862.448628839 0,80526.7314026013 451726.475771048 0,80579.237519998 451657.668808537 0,80606.1238268269 451623.595477521 0,80611.9271236422 451615.719584059 0,80617.5580066306 451607.323281904 0,80622.9120222114 451597.384404005 0)";w7481933;"7481933";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;;NL:urban;;yes;;Middachtenweg;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79308.2180619043 451035.375937753 0,79298.1914102461 451027.13814973 0,79295.3425684281 451024.800154191 0,79165.5171410947 450918.337104522 0,79084.5575491694 450851.948218562 0)";w7488210;"7488210";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S105;;;;;;;;NL:urban;;yes;;Erasmusweg;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79683.1408812985 451347.060795573 0,79675.0018452526 451356.486448873 0,79672.7497352162 451359.102083548 0,79546.7838909236 451504.965020031 0,79543.2036850991 451509.125302377 0,79540.1425647896 451512.676838495 0,79534.9442422492 451518.719933638 0)";w7488925;"7488925";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Loevesteinlaan;"50";;"2";;use_sidepath
"LINESTRING Z (80382.6428407079 451877.161748069 0,80392.0585157485 451874.617163083 0,80398.2192945915 451873.245222337 0,80402.9047010924 451872.307102608 0,80407.157659999 451871.353208877 0,80411.7971127454 451869.63686274 0,80417.0191405663 451866.965962113 0,80419.4856614928 451864.914955586 0,80422.1929449338 451862.448628839 0)";w7488961;"7488961";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S106;;;;;;;;NL:urban;asphalt;yes;;Middachtenweg;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (80506.9117253405 451767.36514781 0,80433.5296562852 451860.364967962 0,80428.4674330797 451867.295279917 0,80426.0826586626 451870.224128258 0,80424.2296639327 451873.846046164 0,80422.0731527675 451878.273687491 0,80420.2188024092 451882.262833928 0,80418.9296134086 451885.509105143 0,80417.8344473326 451889.3422274 0,80416.7629677742 451894.298869978 0,80416.2798033271 451900.059008485 0)";w7488979;"7488979";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S106;;;;;;;"left;through|through|right";NL:urban;;yes;;Middachtenweg;"50";;"3";use_sidepath;use_sidepath
"LINESTRING Z (79018.4304111729 453599.856094953 0,79022.0103074926 453593.558897354 0,79023.7466794678 453590.494573947 0,79028.1615989578 453582.738054964 0)";w7489884;"7489884";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;;NL:urban;;yes;;Zuiderparklaan;"50";;;use_sidepath;use_sidepath
"LINESTRING Z (79273.9963061373 453193.245117822 0,79266.6981414561 453195.470355856 0,79260.3025026052 453197.960064041 0,79258.368857524 453199.347039407 0,79238.8029105241 453232.838190637 0,79231.8869436259 453244.849906241 0,79207.047910236 453289.660263699 0,79178.2672452505 453342.231047107 0,79127.5159284441 453431.02314536 0,79117.0145449598 453449.398999949 0,79071.6894644745 453535.88350832 0)";w7489899;"7489899";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;;;asphalt;yes;;Zuiderparklaan;"50";;;use_sidepath;use_sidepath
"LINESTRING Z (78830.7165031997 453938.410041017 0,78835.4961418095 453929.879951839 0,78836.5688346484 453927.827193269 0,78844.1276972109 453914.035759186 0)";w7489932;"7489932";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;;NL:urban;asphalt;yes;;Zuiderparklaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (78810.116041823 453973.821672836 0,78820.5796594394 453955.367797345 0,78824.2723566936 453948.857294077 0,78825.5366719301 453946.779345437 0,78830.7165031997 453938.410041017 0)";w7489940;"7489940";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;;NL:urban;asphalt;yes;;Zuiderparklaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79287.5139072647 453140.406267885 0,79288.1257870782 453148.620217149 0)";w7489948;"7489948";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";yes;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;through|right;;asphalt;yes;;Soestdijksekade;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79269.4980799654 453166.26247597 0,79271.4460068204 453160.402015733 0,79271.1387209545 453149.668610371 0)";w7489949;"7489949";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;left|left|slight_right|slight_right|right;;;yes;;Soestdijksekade;"50";;"5";use_sidepath;use_sidepath
"LINESTRING Z (78845.2164332216 453945.754946162 0,78845.9807269595 453956.715042677 0,78846.1029222909 453958.426819861 0,78845.763204771 453959.978749882 0,78845.3665478723 453961.843123123 0,78844.3866365439 453965.029473219 0,78842.3740074496 453968.398536636 0,78840.166442294 453970.680080945 0,78836.0906433933 453974.114095615 0)";w7489953;"7489953";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;;NL:urban;asphalt;yes;;Zuiderparklaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79031.366867318 453607.169777034 0,79027.9233184932 453612.964147028 0,79002.1358836999 453655.152864178 0,78939.4877717423 453766.984699778 0)";w7489966;"7489966";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";no;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;;NL:urban;asphalt;yes;;Zuiderparklaan;"50";;;use_sidepath;use_sidepath
"LINESTRING Z (79288.2612355762 453123.247361728 0,79287.5139072647 453140.406267885 0)";w7489976;"7489976";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;through|right;;asphalt;yes;;Soestdijksekade;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79270.6430478676 453141.430640076 0,79270.4055088421 453131.675397941 0,79270.1339152083 453124.190692585 0,79269.8812724357 453117.951983834 0)";w7489982;"7489982";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;left|left|slight_right|slight_right|right;;;yes;;Soestdijksekade;"50";;"5";use_sidepath;use_sidepath
"LINESTRING Z (78729.8825797102 452655.398467583 0,78730.3690274376 452660.287142902 0,78733.2778917139 452670.168373298 0,78736.7734993033 452677.60368386 0,78740.7825012991 452684.074164396 0,78746.1719687316 452690.657039161 0,78790.1347502267 452727.88448096 0,78810.1207661556 452745.215821575 0,78855.2342455583 452783.294164847 0,78872.4473587503 452798.297982197 0)";w7489994;"7489994";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;yes;;Vreeswijkstraat;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79288.0310601934 453116.229382954 0,79269.8812724357 453117.951983834 0)";w7490003;"7490003";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;;;;;;;left|left|through;NL:urban;;yes;;Soestdijksekade;"50";;"3";use_sidepath;use_sidepath
"LINESTRING Z (79269.8812724357 453117.951983834 0,79262.91334648 453118.447433052 0,79247.0983536915 453118.999593491 0,79238.8696251396 453119.124794807 0,79226.5951053176 453119.311578711 0)";w7490004;"7490004";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;;;;;;;left|left|through;NL:urban;;yes;;Soestdijksekade;"50";;"3";use_sidepath;use_sidepath
"LINESTRING Z (79226.5951053176 453119.311578711 0,79216.1380881566 453106.874348456 0)";w7490012;"7490012";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;;;;NL:urban;;;;;;;;;;;;NL:urban;;yes;;Vreeswijkstraat;"50";;"2";;
"LINESTRING Z (79195.5170344601 453074.673566202 0,79217.4500213441 453092.577740727 0,79222.3086362604 453096.79902623 0,79226.8194682398 453100.702910216 0,79233.0607827163 453106.093810949 0)";w7490013;"7490013";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;;;;;;;;NL:urban;;yes;;Vreeswijkstraat;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (78872.4473587503 452798.297982197 0,78993.706095578 452901.634353859 0,79004.2199870339 452910.542831159 0,79010.4811632043 452915.855264928 0,79020.5160526646 452924.392749026 0,79024.5043950728 452927.748050209 0,79115.0803883309 453005.683995794 0,79195.5170344601 453074.673566202 0)";w7490018;"7490018";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;;;;;;;;NL:urban;;yes;;Vreeswijkstraat;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79184.8769353763 453079.052907586 0,79108.858991338 453012.867064146 0,79033.4620833151 452947.50743889 0,79018.3245098415 452934.952853192 0,79004.2923874929 452922.926690372 0,78998.1901255467 452917.68973164 0,78866.5799692652 452804.852797545 0,78783.9523391347 452735.367802044 0,78736.8466746864 452694.026840301 0)";w7490020;"7490020";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;;;;NL:urban;;;;;;;;;;;;NL:urban;;yes;;Vreeswijkstraat;"50";;"2";;
"LINESTRING Z (78772.3512012794 452560.93175842 0,78755.3989646006 452561.246920403 0)";w7490026;"7490026";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;;Almeloplein;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (78614.3664595174 452425.42648444 0,78620.2343543185 452430.076823032 0,78671.2795796788 452470.432762733 0)";w7490027;"7490027";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;yes;;Meppelweg;"50";;"1";;use_sidepath
"LINESTRING Z (79367.886518253 451721.738103929 0,79349.3645676472 451743.562256905 0)";w7490313;"7490313";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;left|through|through;NL:urban;;yes;;Loevesteinlaan;"50";;"3";use_sidepath;use_sidepath
"LINESTRING Z (79276.0473254885 451791.634497221 0,79304.9055964628 451749.345243049 0,79311.6030914656 451740.408214432 0,79313.9394408084 451737.490684899 0,79315.7159474239 451735.204804333 0,79316.2685956599 451734.551010815 0,79319.3996282169 451730.653314861 0,79321.6064094056 451728.238496132 0,79323.7368965119 451725.769200013 0,79326.0146402537 451723.509090425 0)";w7490317;"7490317";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"left|left|through|through;right";NL:urban;;yes;;Loevesteinlaan;"50";;"4";use_sidepath;use_sidepath
"LINESTRING Z (78963.4015827049 452170.650006836 0,78969.9275659105 452160.891670665 0,78972.1295673281 452158.187445431 0,78984.8166059495 452143.071754718 0)";w7490323;"7490323";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;;Loevesteinlaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (78984.8166059495 452143.071754718 0,78989.6737195404 452137.233557298 0,79029.6971906662 452090.521491127 0,79074.7919390401 452037.556671064 0,79083.6694314571 452027.217397249 0,79100.930447128 452006.980401161 0,79108.0561038748 451997.825133562 0,79121.0997857148 451982.648737639 0,79150.1038139671 451945.58624506 0,79154.2953325871 451940.615173614 0,79199.4843291315 451888.707226567 0,79204.2910576488 451882.680849319 0,79243.936699169 451832.059463634 0)";w7490326;"7490326";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;yes;;Loevesteinlaan;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (78766.4522176068 452543.028802955 0,78772.1429269452 452532.537425713 0)";w7490334;"7490334";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;;Loevesteinlaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79326.0146402537 451723.509090425 0,79338.404418183 451709.45598316 0,79344.562521682 451702.941866191 0)";w7490342;"7490342";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;left|left|through|through;NL:urban;;yes;;Loevesteinlaan;"50";;"4";use_sidepath;use_sidepath
"LINESTRING Z (78772.1429269452 452532.537425713 0,78773.9652427411 452529.694259807 0,78809.8442448574 452461.278245751 0,78812.2288409188 452456.623829096 0,78823.8258261871 452434.458378893 0,78837.8142504925 452407.627323117 0,78844.0310314998 452396.527102939 0,78877.8774007111 452331.436467944 0,78903.7631277763 452282.702805928 0,78907.7378253267 452275.698486419 0,78938.5034442248 452217.198373831 0,78953.7620695521 452187.210310765 0,78956.6453639524 452181.502366667 0,78958.5038049008 452178.313769006 0,78963.4015827049 452170.650006836 0)";w7490348;"7490348";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;yes;;Loevesteinlaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79349.3645676472 451743.562256905 0,79343.7756820315 451749.155266652 0,79338.5066543106 451754.576511377 0,79335.4447504321 451757.605198952 0,79333.1111314275 451759.799388299 0,79318.427188836 451775.923706885 0)";w7490355;"7490355";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;merge_to_right|;NL:urban;;yes;;Loevesteinlaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79534.9442422492 451518.719933638 0,79527.6965577843 451527.164243894 0,79526.273821178 451528.810416683 0,79423.3768578442 451648.511351433 0,79409.7917351709 451664.296015617 0,79379.4229743912 451706.151333869 0,79375.9284732969 451710.966965433 0,79374.313679969 451713.061200654 0,79367.886518253 451721.738103929 0)";w7490382;"7490382";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Loevesteinlaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79037.2190875817 452105.562462961 0,79002.4072660106 452147.187547932 0,78990.3555551672 452161.681481972 0,78984.5322908812 452168.491394313 0,78982.2963343031 452171.21838742 0,78975.9391156231 452179.449658114 0)";w7490388;"7490388";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;;Loevesteinlaan;"50";;"3";use_sidepath;use_sidepath
"LINESTRING Z (78975.9391156231 452179.449658114 0,78970.8213839824 452187.984713842 0,78969.1295824153 452191.304293358 0,78951.9135508789 452224.293250896 0,78947.562021613 452232.683102394 0,78917.1354112559 452290.922047478 0,78890.1344048046 452342.543590446 0,78857.839889633 452404.149746208 0,78851.6814641279 452414.581403571 0,78837.2022058196 452442.065324278 0,78825.2616422547 452463.746385995 0,78819.2081754942 452475.200216514 0,78811.1875108242 452489.4437846 0)";w7490393;"7490393";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;yes;;Loevesteinlaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79344.562521682 451702.941866191 0,79352.3854728008 451694.466284295 0,79354.9320381245 451691.834897836 0,79381.0864049572 451665.232464592 0,79394.6099584275 451651.273566977 0,79506.9018530562 451520.446777375 0,79510.717887444 451516.004706475 0,79512.3020470727 451514.144660317 0,79519.0308164321 451506.320203729 0)";w7490394;"7490394";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Loevesteinlaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (78719.4913486826 452627.249123848 0,78724.8411745031 452616.907567413 0,78746.8575440133 452575.954803344 0,78749.0157901643 452572.205151484 0,78755.3989646006 452561.246920403 0)";w7490405;"7490405";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;through|through|right|right;NL:urban;asphalt;yes;;Loevesteinlaan;"50";;"4";use_sidepath;use_sidepath
"LINESTRING Z (78772.3512012794 452560.93175842 0,78762.3575105185 452579.356193241 0,78751.1198089709 452603.441369432 0,78743.1741385091 452619.419808368 0)";w7490406;"7490406";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;through|right|right;NL:urban;asphalt;yes;;Loevesteinlaan;"50";;"3";use_sidepath;use_sidepath
"LINESTRING Z (78755.3989646006 452561.246920403 0,78766.4522176068 452543.028802955 0)";w7490408;"7490408";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;;Loevesteinlaan;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (77906.5880353342 451961.54121644 0,77891.6355301365 451952.013794982 0,77887.7624838057 451949.558924191 0,77886.5636658333 451948.787426633 0)";w7490422;"7490422";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;yes;;Meppelweg;"50";;"2";;use_sidepath
"LINESTRING Z (77754.7792367177 452097.836188512 0,77794.5808498669 452056.102578586 0,77832.1356888435 452014.548772366 0,77874.7380290563 451962.646337939 0,77879.5222166271 451957.041845777 0,77881.8873095909 451954.26783856 0,77886.5636658333 451948.787426633 0,77887.3854657642 451947.80660301 0,77890.3974821007 451944.277035809 0,77891.8596840693 451942.563005257 0,77893.5442696539 451940.589597899 0,77894.6897886229 451939.247681229 0,77900.1929429436 451932.663979816 0)";w7490578;"7490578";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;;Dedemsvaartweg;"50";;"2";;use_sidepath
"LINESTRING Z (77921.7254033898 451947.553236774 0,77932.0927235833 451954.714754761 0,77935.4768692978 451957.054820871 0,78052.1944329907 452033.399193404 0,78168.2636664078 452107.97582712 0,78381.0558173759 452243.046680183 0,78401.4705119973 452256.809019281 0,78404.6652879485 452258.907502819 0,78406.876920478 452260.420220037 0,78414.7649797052 452266.152010838 0)";w7490870;"7490870";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;yes;;Meppelweg;"50";;"1";;use_sidepath
"LINESTRING Z (78604.997717217 452440.748189748 0,78585.2574472836 452424.804815812 0)";w7490873;"7490873";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;yes;;Meppelweg;"50";;"1";;use_sidepath
"LINESTRING Z (78716.8309120198 452646.573937937 0,78717.0047337219 452643.143986926 0,78717.4705087926 452639.965497434 0,78718.133496149 452634.436072027 0,78719.4913486826 452627.249123848 0)";w7490874;"7490874";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Vreeswijkstraat;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (78743.1741385091 452619.419808368 0,78737.7547606107 452630.596976464 0,78735.316779217 452635.786373401 0,78732.1961620358 452642.087855043 0,78730.3774097534 452649.637940732 0,78729.8825797102 452655.398467583 0)";w7490875;"7490875";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;right|right;NL:urban;;yes;;Vreeswijkstraat;"50";;"2";use_sidepath;use_sidepath
